name,year,rank,age,height
Jessica Stroup,(2007),"2,938",33,"5' 8"""
Sharni Vinson,(2011),"2,939",,"5' 6½"""
Anne Archer,(1987),"2,940",,"5' 6"""
Ernie Hudson,(1984),"2,941",,"6' 0"""
LeVar Burton,(1994),"2,942",63,"5' 7"""
Clara Paget,(2013),"2,943",,"5' 8"""
Leila George,(2018),"2,944",,"5' 9"""
Paul Wesley,(2018-2020),"2,945",,"5' 11"""
Leslie Parrish,(1962),"2,947",85,"5' 6"""
Millie Brady,(2017-2018),"2,948",,"5' 7"""
Will Geer,(1902–1978),"2,949",118,"6' 2½"""
John Carroll Lynch,(2016),"2,950",56,"6' 4"""
Stacy Keach,(2013),"2,951",78,"5' 11½"""
Bobcat Goldthwait,(2011),"2,952",57,"5' 7"""
Candice King,(2007),"2,953",32,"5' 8¼"""
Tatyana Ali,(1990-1996),"2,954",41,"5' 4"""
Kelley Jakle,(2017),"2,955",,"5' 6"""
James Badge Dale,(2006),"2,956",41,"5' 10"""
Brenda Blethyn,(2005),"2,957",74,"5' 2"""
Hiroyuki Sanada,(2002),"2,958",59,"5' 6"""
Eden Sher,(2009-2018),"2,959",28,"5' 2"""
John Oliver,(2014-2020),"2,960",42,"6' 0¼"""
Bob Hoskins,(1942–2014),"2,961",77,"5' 6"""
Rowan Atkinson,(2003),"2,962",65,"5' 11"""
Amber Tamblyn,(2005),"2,963",36,"5' 7"""
Sasha Lane,(2016),"2,964",24,"5' 4½"""
Julie Christie,(1965),"2,965",79,"5' 3"""
James Marsters,(1997-2003),"2,966",57,"5' 9"""
José María Yazpik,(2014),"2,967",49,
Harry Dean Stanton,(1926–2017),"2,968",93,"5' 8"""
Lee Meriwether,(1966),"2,969",84,"5' 8½"""
Ann Magnuson,(2002),"2,971",64,
Izabela Vidovic,(2017),"2,972",18,"5' 4"""
Georgia Hirst,(2014-2020),"2,973",25,"5' 6"""
Catherine Bach,(1979-1985),"2,974",,"5' 8"""
Aubrey Anderson-Emmons,(2011-2020),"2,975",12,"4' 8½"""
Caroline Goodall,(1991),"2,976",60,"5' 8"""
Ice Cube,(1995),"2,977",50,"5' 8"""
Nikki Amuka-Bird,(2015),"2,978",44,"5' 7"""
Mercedes McNab,(1993),"2,979",40,"5' 4½"""
Sydney Penny,(1985),"2,980",48,"5' 5"""
Monica Barbaro,(2017),"2,981",,"5' 7"""
Brooke Burns,(2001),"2,982",42,"5' 8"""
Kim Raver,(2004-2007),"2,983",51,"5' 8"""
Hannah Simone,(2011-2018),"2,984",39,"5' 7"""
Erika Christensen,(2000),"2,985",37,"5' 5"""
Meghann Fahy,(2017-2020),"2,986",,"5' 4"""
Cheyenne Jackson,(2015-2018),"2,987",,"6' 4"""
Michelle Ryan,(2007),"2,988",35,"5' 7"""
Erin Gray,(1979),"2,989",70,"5' 7½"""
Melinda Clarke,(1997),"2,990",50,"5' 7"""
Annet Mahendru,(2013-2016),"2,992",,"5' 7"""
Tom Skerritt,(1979),"2,993",86,"5' 11"""
Laura Spencer,(2014-2017),"2,994",,"5' 7¼"""
Jay Ryan,(2019),"2,995",,"6' 1"""
Jessica De Gouw,(2016-2017),"2,996",32,"5' 8¼"""
Genelle Williams,(2009),"2,997",36,"5' 5"""
Finn Cole,(2018),"2,998",,"5' 7¾"""
Cybill Shepherd,(1995-1998),"2,999",70,"5' 8"""
Ally Maki,(2019),"3,000",,"5' 1"""
Sasha Pieterse,(2014),"3,001",24,"5' 6"""
Amy Yasbeck,(1994),"3,002",57,"5' 5"""
Sadie Sink,(2017-2021),"3,003",17,"5' 3"""
Zoe Boyle,(2011),"3,004",,"5' 7"""
Ving Rhames,(1994),"3,005",60,"6' 0"""
Laura Ramsey,(2008),"3,006",37,"5' 3"""
Robyn Lively,(1989),"3,007",48,"5' 8"""
Matt Berry,(2012-2015),"3,008",45,"5' 10"""
Jeff Kober,(2016),"3,009",,"5' 11½"""
Zoë Bell,(2007),"3,010",41,"5' 8"""
Vanessa Ray,(2012),"3,011",38,"5' 4"""
Kelly LeBrock,(1985),"3,012",59,"5' 8"""
Rachel Hurd-Wood,(2003),"3,013",29,"5' 7"""
Nadine Velazquez,(2012),"3,014",41,"5' 5"""
Andrea Savage,(2017-2019),"3,015",,"5' 5"""
James Corden,(2014),"3,016",41,"5' 8"""
Kate del Castillo,(2014),"3,017",,"5' 5"""
Jason London,(1993),"3,018",47,"5' 11"""
Harry Shum Jr.,(2018),"3,019",,"5' 11"""
Laurence Olivier,(1907–1989),"3,020",112,"5' 10"""
Abbi Jacobson,(2014-2019),"3,021",36,"5' 3"""
Lana Parrilla,(2011-2018),"3,022",,"5' 6"""
Madonna,(1996),"3,023",61,"5' 4½"""
Danika Yarosh,(2016),"3,024",21,"5' 5"""
Kacey Rohl,(2011),"3,025",28,"5' 5"""
Taylor Swift,(2015),"3,026",30,"5' 9"""
Shah Rukh Khan,(2011),"3,027",54,"5' 6½"""
Colin Ford,(2011),"3,028",23,"5' 11"""
Nick Frost,(2011),"3,029",47,"5' 8"""
Travis 'Taco' Bennett,(2012-2013),"3,030",,
David McCallum,(1963),"3,031",86,"5' 7"""
James Garner,(1928–2014),"3,032",91,"6' 1½"""
Taran Killam,(2017),"3,033",37,"6' 0½"""
Ólafur Darri Ólafsson,(2014),"3,034",47,"6' 4½"""
Hedy Lamarr,(1914–2000),"3,035",105,"5' 7"""
Qi Shu,(2002),"3,036",43,"5' 6"""
Judith Hoag,(1998),"3,037",,"5' 7"""
Hayley Orrantia,(2013-2020),"3,038",,"5' 4¼"""
Caleb Emery,(2015),"3,039",,"6' 0"""
Josh Segarra,(2015),"3,040",33,"5' 11"""
Michael Weatherly,(2003-2019),"3,041",51,"6' 1¾"""
Peggy Lipton,(1946–2019),"3,042",73,"5' 6"""
Nico Mirallegro,(2007-2010),"3,043",29,
Jason Flemyng,(2008),"3,044",53,"6' 1"""
Brian Michael Smith,(2020),"3,045",,"5' 8"""
Josh Stewart,(2014),"3,046",43,"5' 9¼"""
Linda Evans,(1981-1989),"3,047",77,"5' 7"""
David Wenham,(2003),"3,048",54,"5' 10¼"""
Angela Featherstone,(1998),"3,049",,"5' 5"""
Julie Walters,(2000),"3,050",70,"5' 3"""
Talia Ryder,(2020),"3,051",,
Mary Lynn Rajskub,(2003-2010),"3,052",48,"5' 6"""
Natasha Little,(2009),"3,053",50,
Jeff Garlin,(2000-2020),"3,054",57,"6' 1"""
Peter Weller,(1987),"3,055",72,"6' 0½"""
Steven Yeun,(2017),"3,056",36,"5' 9"""
Lana Turner,(1920–1995),"3,057",100,"5' 4"""
Kiersey Clemons,(2015),"3,058",,"5' 7"""
Charlie Tahan,(2017-2018),"3,059",21,"5' 10"""
Rob Schneider,(2005),"3,060",56,"5' 3½"""
Michaela McManus,(2015),"3,061",36,"5' 9"""
Rinko Kikuchi,(2006),"3,063",39,"5' 7"""
Angie Harmon,(2003),"3,064",47,"5' 9½"""
Brigitte Bardot,(1963),"3,065",85,"5' 5½"""
Jason Patric,(1987),"3,066",53,"5' 10"""
Joan Allen,(2015),"3,067",63,"5' 10"""
Kris Marshall,(2003),"3,068",46,"6' 2"""
Esai Morales,(1987),"3,069",57,"5' 10"""
Christine Ebersole,(2013),"3,070",67,"5' 10"""
Maria Doyle Kennedy,(2007-2010),"3,071",55,"5' 6"""
Katie Aselton,(2010),"3,072",41,"5' 7"""
Jade Pettyjohn,(2018),"3,073",,"5' 0"""
Kristin Davis,(2010),"3,074",55,"5' 6"""
Aaron Sorkin,(1999-2006),"3,075",58,"6' 1½"""
Cecily Strong,(2012-2020),"3,076",36,"5' 8"""
Christopher Guest,(1984),"3,077",72,"5' 11"""
Kelli Garner,(2007),"3,079",35,"5' 6"""
Richard Attenborough,(1923–2014),"3,080",96,"5' 7"""
Tate Donovan,(2012),"3,081",56,"6' 0"""
Max Greenfield,(2011-2018),"3,082",39,"5' 9"""
Rebecca Gayheart,(1998),"3,083",48,"5' 6"""
Tiera Skovbye,(2017-2019),"3,084",24,"5' 9"""
Diana Bang,(2014),"3,085",,"5' 1"""
David Cubitt,(1996-1998),"3,086",55,"5' 10"""
Brad Renfro,(1982–2008),"3,087",37,"5' 8"""
Allen Leech,(2014),"3,088",38,"5' 10½"""
Richard Haydn,(1905–1985),"3,089",115,
Matthew Daddario,(2016-2019),"3,090",,"6' 3"""
Peter O'Toole,(1932–2013),"3,091",87,"6' 2"""
Lauren Ambrose,(2001-2005),"3,092",42,"5' 6"""
Kay Lenz,(1985),"3,093",67,"5' 1"""
Amy Schumer,(2015),"3,094",38,"5' 7"""
Thomas Wilson Brown,(1989),"3,095",47,"5' 11"""
Paris Berelc,(2016),"3,096",21,"5' 3½"""
Tamsin Egerton,(2016),"3,097",31,"5' 10½"""
Bette Davis,(1908–1989),"3,098",111,"5' 3"""
Shelley Hennig,(2014),"3,099",,"5' 8¼"""
Chris Sullivan,(2016-2020),"3,100",,"6' 4"""
Kristen Gutoskie,(2016),"3,101",,"5' 8"""
James Ransone,(2012),"3,102",40,"5' 9"""
Dan Aykroyd,(1998),"3,103",67,"6' 0"""
Hunter Schafer,(2019),"3,104",,"5' 10"""
Corey Stoll,(2011),"3,105",,"6' 2"""
Jason Schwartzman,(1998),"3,106",39,"5' 6"""
Dolly Parton,(1967-1975),"3,107",74,"5' 0"""
Aimee Mullins,(2016-2019),"3,108",,"5' 8"""
Anna Shaffer,(2009),"3,109",28,"5' 7"""
Paulina Gaitan,(2009),"3,110",28,
Tom Hulce,(1984),"3,111",66,"5' 8"""
Grace Gummer,(2012),"3,112",33,"5' 7"""
Gregory Peck,(1916–2003),"3,113",103,"6' 2¾"""
Bo Derek,(1984),"3,114",63,"5' 4"""
Ross Butler,(2019),"3,115",29,"6' 3"""
Catherine Rusoff,(1988-1991),"3,116",,
Oliver Reed,(1938–1999),"3,117",82,"5' 11"""
David Giuntoli,(2011-2017),"3,118",,"5' 11"""
Abbey Lee,(2015),"3,119",,"5' 11"""
Anna-Louise Plowman,(2016-2017),"3,120",,"5' 11"""
Óscar Casas,(2007),"3,121",21,"5' 11½"""
Martin Sensmeier,(2016),"3,122",,"6' 1"""
James Hong,(1986),"3,123",91,"5' 10"""
Naomi Grossman,(2012-2018),"3,124",,"5' 0"""
Mozhan Marnò,(2014-2019),"3,125",,"5' 9½"""
Shelley Winters,(1920–2006),"3,126",99,"5' 4"""
Dave Foley,(1988-2021),"3,127",57,"5' 8"""
Ashly Burch,(2015),"3,128",29,
Beth Behrs,(2011-2017),"3,129",34,"5' 5"""
Helene Joy,(2008-2020),"3,130",,"5' 7"""
Ruby Modine,(2019),"3,131",,"5' 8"""
Dominic Sherwood,(2014),"3,132",,"5' 11"""
Tina Louise,(1964-1967),"3,133",86,"5' 8½"""
Tiger Shroff,(2014),"3,134",30,"5' 7"""
Douglas Smith,(2019),"3,135",,"6' 2"""
Chloe Pirrie,(2015),"3,136",,"5' 8¾"""
John Stamos,(1987-1995),"3,137",56,"6' 0"""
Torrey DeVitto,(2011),"3,138",35,"5' 7"""
Susan Sullivan,(1981-1989),"3,139",77,"5' 7½"""
RuPaul,(2009-2020),"3,140",59,"6' 4"""
Christina Aguilera,(2011-2016),"3,141",39,"5' 2"""
Jayma Mays,(2005),"3,142",40,"5' 4"""
Penelope Mitchell,(2019),"3,143",,"5' 9"""
Keisha Castle-Hughes,(2002),"3,144",,"5' 2"""
Laura Donnelly,(2014-2017),"3,145",,"5' 4"""
Yolanda Lynes,(2017),"3,146",,"5' 5"""
Sammi Hanratty,(2017-2018),"3,147",,"5' 1"""
Theo Barklem-Biggs,(2014),"3,148",29,
Michael Jai White,(2009),"3,149",52,"6' 1"""
Charlie Heaton,(2016-2021),"3,150",26,"5' 8"""
Robbie Coltrane,(1993-1996),"3,151",69,"6' 1"""
Kenny Johnson,(2002-2006),"3,152",,"6' 1"""
Hassie Harrison,(2019),"3,153",,"5' 6"""
Sarah Desjardins,(2015),"3,154",,"5' 5"""
Byung-hun Lee,(2005),"3,155",49,"5' 10"""
Becky G,(2017),"3,157",23,"5' 0½"""
David Duchovny,(1993-2018),"3,158",59,"6' 0¼"""
Jean Seberg,(1938–1979),"3,159",81,"5' 3"""
P.J. Soles,(1978),"3,160",69,"5' 5"""
Roger Bart,(2005),"3,161",,"5' 10"""
Isabel May,(2018-2020),"3,162",,"5' 9"""
Courtney Henggeler,(2018-2019),"3,163",38,"5' 9"""
Calista Flockhart,(1997-2002),"3,164",55,"5' 5½"""
Raymond Cruz,(1997),"3,165",58,"5' 6"""
Brandon Scales,(2016),"3,166",,
Yannick Bisson,(2008-2020),"3,167",,"5' 9"""
Melissa Gilbert,(1974-1983),"3,168",55,"5' 3"""
Daniel Zovatto,(2020),"3,169",,"6' 1"""
Jocelyn Hudon,(2017),"3,170",,"5' 7"""
Lea Michele,(2009-2015),"3,171",33,"5' 2½"""
Vanessa Marano,(2019),"3,172",,"5' 3½"""
J.C. MacKenzie,(2020),"3,173",49,"6' 1"""
Robert Sean Leonard,(1989),"3,174",51,"6' 0"""
Dominic Purcell,(2004),"3,175",50,"6' 1"""
Kate Ashfield,(2004),"3,176",47,"5' 6"""
Charlie Cox,(2015-2018),"3,177",37,"5' 10"""
Caitlin Stasey,(2010),"3,178",29,"5' 3"""
Genevieve Padalecki,(2012),"3,179",39,"5' 3½"""
Enrico Colantoni,(1999),"3,180",57,
Sofia Hublitz,(2017-2018),"3,181",20,"5' 4"""
Albert Finney,(1936–2019),"3,182",83,"5' 9"""
Miriam Shor,(2001),"3,183",48,"5' 6"""
Mariette Hartley,(1978),"3,184",79,"5' 10"""
William Zabka,(1984),"3,186",,"5' 11"""
Ian McDiarmid,(2005),"3,187",75,"5' 10¼"""
Kevin Alejandro,(2013-2014),"3,188",,"5' 11¾"""
Clayne Crawford,(2002),"3,189",,"6' 0"""
Amanda Donohoe,(1997),"3,191",57,"5' 8"""
Kathryn Prescott,(2009-2013),"3,192",28,"5' 0¼"""
Victoria Hamilton,(1999),"3,193",48,"5' 4"""
Shiri Appleby,(1999),"3,194",41,"5' 3"""
Lindsley Register,(2016-2020),"3,195",,"5' 6"""
Maddie Ziegler,(2016),"3,196",17,"5' 6¼"""
Ilfenesh Hadera,(2017),"3,197",,"5' 11"""
David Carradine,(1936–2009),"3,198",83,"5' 11¾"""
Brittany Curran,(2014),"3,199",29,"5' 6"""
Sarah Butler,(2010),"3,200",,"5' 6"""
Stephen McKinley Henderson,(2016),"3,201",70,"5' 6½"""
Alan Alda,(1972-1983),"3,202",84,"6' 2"""
John Patrick Amedori,(2017-2019),"3,203",,"5' 11½"""
Miranda Kerr,(2007),"3,204",36,"5' 9"""
Danny Huston,(2005),"3,205",57,"6' 1¾"""
Noah Hathaway,(1984),"3,206",48,"5' 5½"""
Leo Suter,(2019),"3,207",,"6' 2"""
Rae Dawn Chong,(1985),"3,208",59,"5' 8"""
Sam Waterston,(1994-2010),"3,209",79,"6' 1"""
Joséphine Jobert,(2015-2019),"3,211",,"5' 6"""
Breckin Meyer,(2000),"3,212",45,"5' 5½"""
Lily Rabe,(2007),"3,213",37,"5' 8"""
Nicki Minaj,(2014),"3,214",37,"5' 2"""
Jacinda Barrett,(2006),"3,215",,"5' 7½"""
Gail O'Grady,(1993-1999),"3,216",57,"5' 3"""
Ken Jeong,(2009),"3,217",50,"5' 5"""
Bruce Lee,(1940–1973),"3,218",79,"5' 7¼"""
Scott Porter,(2008),"3,219",40,"6' 0"""
Kaniehtiio Horn,(2008),"3,220",33,"5' 10"""
Terence Stamp,(1994),"3,221",81,"6' 0"""
Yasmine Aker,(2019-2020),"3,222",,"5' 3"""
Courtney Hope,(2017-2020),"3,223",,"5' 7"""
Jane Lynch,(2009-2015),"3,224",59,"6' 0"""
David Dastmalchian,(2008),"3,225",,"6' 1"""
Michael Landon,(1936–1991),"3,226",83,"5' 9"""
MacKenzie Porter,(2014-2016),"3,227",,"5' 6"""
Archie Panjabi,(2018),"3,228",,"5' 3"""
Dan Fogler,(2016),"3,229",43,"5' 7¼"""
Carmela Zumbado,(2019),"3,230",,"5' 4"""
Khary Payton,(2016-2020),"3,231",,"5' 9"""
John Ritter,(1948–2003),"3,232",71,"5' 11"""
KaDee Strickland,(2004),"3,233",44,"5' 5"""
Sophie Winkleman,(2005),"3,234",39,"5' 10"""
Nicolette Shea,(2019),"3,235",33,"5' 11"""
John Corbett,(2002),"3,236",58,"6' 5¼"""
Roxanne McKee,(2011-2012),"3,237",39,"5' 7"""
Ayelet Zurer,(2013),"3,238",50,"5' 6½"""
David Berry,(2013-2018),"3,239",,"6' 1"""
Harry Lloyd,(2014),"3,240",36,"6' 0"""
Owain Yeoman,(2016),"3,241",41,"6' 4"""
Stefanie Martini,(2017),"3,242",,"5' 6"""
Gregory Smith,(2002-2006),"3,243",36,"5' 10½"""
Krista Kosonen,(2017),"3,244",36,"5' 10¼"""
Lisseth Chavez,(2019-2020),"3,245",,
Misha Collins,(2008-2020),"3,246",45,"5' 11"""
Steven Bauer,(1983),"3,247",63,"6' 2"""
Kate Upton,(2014),"3,248",27,"5' 10¼"""
Isabella Rossellini,(1986),"3,249",67,"5' 8"""
Brenda Strong,(2004-2012),"3,250",,"5' 11"""
Emma Kenney,(2011-2020),"3,251",20,"5' 7"""
David Hornsby,(2007),"3,252",,"5' 10½"""
Chris Sarandon,(1985),"3,253",77,"6' 1"""
Tao Okamoto,(2013),"3,254",34,"5' 9¾"""
Emma Greenwell,(2016),"3,255",,"5' 8"""
Dawn Wells,(1964-1967),"3,256",81,"5' 4"""
Randall Park,(2015-2020),"3,257",45,"5' 9"""
Jason Alexander,(1989-1998),"3,258",60,"5' 4½"""
Brennan Brown,(2015),"3,259",51,
Fred Savage,(1988-1993),"3,260",43,"5' 10"""
Sandrine Holt,(2013-2014),"3,261",47,"5' 10"""
Hannah Arterton,(2018),"3,262",,"5' 4"""
Rodney A. Grant,(1990),"3,263",61,"6' 0"""
Brad William Henke,(2016-2018),"3,264",,"6' 4"""
Fred Armisen,(2011-2018),"3,265",53,"5' 8½"""
Hong Chau,(2019),"3,266",,
Natalie Morales,(2010-2015),"3,267",,"5' 7"""
Angus Macfadyen,(2002),"3,268",56,"5' 11"""
Andrew Keegan,(1999),"3,269",,"5' 10½"""
Aneurin Barnard,(2017),"3,270",32,"5' 8½"""
Josie Davis,(2020),"3,271",,"5' 8"""
John Cazale,(1935–1978),"3,272",84,"5' 10½"""
Kira Kosarin,(2013-2018),"3,273",,"5' 8"""
Deepika Padukone,(2013),"3,274",34,"5' 7½"""
Taylor Sheridan,(2016),"3,275",,"5' 10½"""
Mary Elizabeth Mastrantonio,(1989),"3,276",61,"5' 4"""
Matthew Fox,(2015),"3,278",53,"6' 2"""
Nathan Jones,(2015),"3,279",,"6' 11¼"""
John Cleese,(1988),"3,280",80,"6' 5"""
Lyne Renee,(2016),"3,281",40,"5' 9"""
Cree Summer,(2001),"3,282",50,"5' 3"""
Hale Appleman,(2011),"3,283",34,"6' 2½"""
R.D. Call,(1950–2020),"3,284",70,
Vanessa Williams,(2006-2010),"3,285",57,"5' 6"""
Jim Sturgess,(2008),"3,286",41,"6' 0½"""
Carole Bouquet,(1981),"3,287",62,"5' 8"""
Mary-Kate Olsen,(1995),"3,288",33,"5' 2"""
Michael Ironside,(1997),"3,289",70,"5' 10½"""
Christina Cox,(2004),"3,290",48,"5' 6"""
Sofia Black-D'Elia,(2015),"3,291",28,"5' 7"""
Theresa Frostad Eggesbø,(2016),"3,292",,
Ricky Whittle,(2013),"3,293",,"6' 1"""
Sharon Small,(2002),"3,294",53,"5' 5"""
Emma Appleton,(2017),"3,295",28,"5' 11"""
Emily Bergl,(1999),"3,297",44,"5' 5"""
Angelique Cabral,(2015-2019),"3,298",,
Charlyne Yi,(2012),"3,299",34,"5' 3"""
Daisy May Cooper,(2017-2020),"3,301",,"5' 8"""
Dawn Olivieri,(2017),"3,302",,"5' 8"""
Ethan Cutkosky,(2011-2020),"3,303",20,"5' 5"""
Rick Hoffman,(2005),"3,304",49,"5' 9½"""
O'Shea Jackson Jr.,(2015),"3,305",29,"5' 11½"""
Lashana Lynch,(2019),"3,306",,"5' 9"""
Scarlett Pomers,(2001-2007),"3,307",31,"5' 3"""
Ruby O. Fee,(2017),"3,308",24,"5' 6¼"""
Joey Batey,(2013),"3,309",,"5' 11¾"""
Carroll Baker,(1956),"3,310",88,"5' 5"""
Alison Sudol,(2016),"3,311",35,"5' 6"""
James Michael Tyler,(1994-2004),"3,312",57,"5' 11"""
Marisa Ramirez,(2000-2002),"3,313",,"5' 5½"""
Kim Novak,(1958),"3,314",87,"5' 6"""
Vera Miles,(1962),"3,315",90,"5' 3½"""
Lena Dunham,(2010),"3,316",33,"5' 3"""
Sabrina Carpenter,(2013),"3,317",,"5' 1¼"""
Mimi Keene,(2013-2015),"3,318",21,"5' 2½"""
Bingbing Li,(2014),"3,319",47,"5' 5"""
Rita Tushingham,(1965),"3,320",78,"5' 4½"""
Humphrey Bogart,(1899–1957),"3,321",120,"5' 8"""
Estella Warren,(2001),"3,322",41,"5' 8"""
Elizabeth Daily,(1985),"3,323",58,"5' 0"""
Sadie Calvano,(2013-2018),"3,324",,"5' 2"""
Gabriella Wilde,(2011),"3,325",30,"5' 10"""
Andrea Londo,(2017),"3,326",,"5' 3½"""
Pihla Viitala,(2015),"3,327",37,"5' 6¾"""
Ashley Jensen,(2011),"3,328",50,"5' 3"""
Mark Pellegrino,(1998),"3,329",54,"6' 1"""
Brittney Wilson,(2005-2012),"3,330",28,"5' 2"""
Jackie Coogan,(1914–1984),"3,331",105,"5' 7"""
Sugar Lyn Beard,(2016),"3,332",,"4' 11"""
Steve Bacic,(2000),"3,333",,"6' 1"""
Roddy McDowall,(1928–1998),"3,334",91,"5' 9"""
Kristine Froseth,(2018),"3,335",24,"5' 7"""
Jack Dylan Grazer,(2017),"3,336",,"5' 6"""
Josh Safdie,(2019),"3,337",35,
Jacob Pitts,(2008),"3,338",,"5' 8"""
Eion Bailey,(2001),"3,339",,"5' 10½"""
Benjamin Bratt,(2000),"3,340",56,"6' 1¾"""
Chelsea Field,(1987),"3,341",,"5' 9"""
Edward Burns,(1998),"3,342",52,"6' 1"""
Robert Englund,(1984),"3,343",72,"5' 10½"""
Bengt Ekerot,(1920–1971),"3,344",100,
Joelle Carter,(2010-2015),"3,345",47,"5' 8½"""
Amber Marshall,(2007-2019),"3,346",31,"5' 4½"""
Melise,(2017),"3,347",,"5' 4"""
Barry Sonnenfeld,(1997),"3,348",66,
Debra Messing,(1998-2020),"3,349",51,"5' 8"""
Kathleen Quinlan,(1995),"3,350",65,"5' 5"""
Andrea Deck,(2016),"3,351",,"5' 6"""
Carmen Electra,(2006),"3,352",47,"5' 2½"""
Bernadette Peters,(1979),"3,353",72,"5' 3"""
Bibi Andersson,(1935–2019),"3,354",84,"5' 4¼"""
Billy Porter,(2018-2019),"3,355",50,
Margot Kidder,(1948–2018),"3,356",71,"5' 6"""
Daniel Sharman,(2018-2019),"3,357",,"6' 1½"""
Brett Gray,(2018-2020),"3,358",,
John Cho,(2004),"3,359",47,"5' 10"""
Mary Elizabeth Ellis,(2016),"3,360",40,"5' 4"""
Daniel Dae Kim,(2004-2010),"3,361",,"5' 9"""
Justin Roiland,(2013-2019),"3,362",40,"5' 10"""
Sara Lane,(1966-1970),"3,363",71,
Annalise Basso,(2016),"3,364",,"5' 6"""
Rafael Silva,(2020),"3,365",,"6' 0"""
Jeffrey Nordling,(2017-2019),"3,366",,"6' 1"""
Brooke Adams,(1978),"3,367",71,"5' 5"""
Kether Donohue,(2014-2019),"3,368",,"5' 3½"""
Christian Kane,(2003),"3,369",47,"5' 10"""
Paul Fix,(1901–1983),"3,370",119,"6' 0"""
Jimmy Smits,(1994-2004),"3,371",64,"6' 3½"""
Linda Park,(2017-2019),"3,372",,"5' 6"""
Jake Weber,(2004),"3,373",56,"6' 2"""
Mayra Hermosillo,(2020),"3,374",,"5' 5"""
Justina Machado,(2004),"3,375",47,"5' 2"""
John David Washington,(2018),"3,376",35,"5' 9"""
Jodie Sweetin,(1987-1995),"3,377",38,"5' 5½"""
Kevin J. O'Connor,(1999),"3,378",56,"5' 11"""
Sondra Locke,(1944–2018),"3,379",75,"5' 4"""
Stefanie Powers,(1979-1984),"3,381",,"5' 7½"""
Manny Jacinto,(2016-2020),"3,382",,"5' 11"""
Julia Chan,(2012-2017),"3,383",,"5' 2¼"""
Edward James Olmos,(2004-2009),"3,384",73,"5' 8¾"""
Tian Jing,(2017),"3,385",,"5' 6"""
Tom Hollander,(2005),"3,386",52,"5' 5"""
Indya Moore,(2018-2019),"3,387",,"5' 7½"""
Tom Cullen,(2011),"3,388",34,"6' 1"""
Karma Rx,(2019),"3,389",27,"5' 4"""
Julius Carry,(1952–2008),"3,390",68,"6' 5"""
Joanna Lumley,(2013),"3,391",73,"5' 8"""
Teagan Croft,(2018-2019),"3,392",,"5' 4"""
Erica Durance,(2006),"3,393",41,"5' 7"""
Michael Nyqvist,(1960–2017),"3,394",59,"5' 10¼"""
Kodi Smit-McPhee,(2010),"3,395",23,"6' 1"""
Kevin Corrigan,(1993),"3,396",,"5' 9"""
Toby Jones,(2012),"3,397",53,"5' 5"""
H. Jon Benjamin,(2009-2019),"3,398",53,"5' 5½"""
Aamir Khan,(2001),"3,399",55,"5' 4"""
Kelli Goss,(2018),"3,400",28,"5' 6"""
William Forsythe,(2005),"3,402",64,"5' 10"""
Lee Majors,(1974-1978),"3,403",80,"5' 11"""
Petrice Jones,(2018),"3,404",,"6' 2"""
Jacqueline Bisset,(1968),"3,405",75,"5' 6½"""
Joe Anderson,(2007),"3,406",37,"5' 11½"""
Eric Graise,(2020),"3,407",,
Kathy Baker,(1992-1996),"3,408",69,"5' 6"""
Daveed Diggs,(2018),"3,409",38,"6' 0¼"""
Michael Mosley,(2017-2018),"3,410",41,"5' 10½"""
Catherine Reitman,(2017-2020),"3,411",38,"5' 5"""
Rory Culkin,(2002),"3,412",30,"5' 6"""
Richard Dean Anderson,(1997-2007),"3,413",70,"6' 1"""
Judge Reinhold,(1984),"3,414",,"6' 1"""
Bitty Schram,(1992),"3,416",51,"5' 4½"""
Ncuti Gatwa,(2019-2020),"3,417",,
Jade Tailor,(2015-2020),"3,418",34,"5' 7"""
Brian Baumgartner,(2005-2013),"3,419",47,"6' 1"""
Moon Bloodgood,(2009),"3,420",44,"5' 10"""
Laura Wiggins,(2017),"3,421",,"5' 2"""
Renée O'Connor,(2017),"3,422",,"5' 4"""
Sun-kyun Lee,(2019),"3,423",,"5' 11½"""
Shelley Fabares,(1958-1965),"3,424",76,"5' 4"""
Harold Ramis,(1944–2014),"3,425",75,"6' 2"""
Charlie McDermott,(2008),"3,426",29,"5' 7"""
Chris Penn,(1965–2006),"3,427",54,"5' 10"""
Sean Giambrone,(2013-2020),"3,428",,"5' 5½"""
Ellen Wong,(2010),"3,429",,"5' 2"""
Richard Thomas,(1971-1978),"3,430",68,"5' 8½"""
Nancy McKeon,(1980-1988),"3,431",53,"5' 6"""
Madison Lintz,(2010-2012),"3,432",,"5' 9"""
Patricia Allison,(2019-2020),"3,433",,"5' 2"""
Jason Lewis,(2008),"3,434",48,"6' 2"""
Kal Penn,(2004),"3,435",42,"5' 10"""
Charlotte Lewis,(1986),"3,436",52,"5' 6½"""
Wendy Makkena,(1992),"3,437",61,
Paula Marshall,(2008-2010),"3,438",55,"5' 7½"""
Joe Keery,(2016-2021),"3,439",27,"5' 11"""
Scott Foley,(2013-2018),"3,440",47,"6' 1"""
Angela Cartwright,(1965),"3,441",67,"5' 5"""
R. Lee Ermey,(1944–2018),"3,442",75,"6' 0"""
Sam Page,(2015),"3,443",43,"6' 0"""
Jake Lloyd,(1999),"3,444",31,"5' 5"""
